SentenceId	Phrase	Sentiment
518	sure worse poor acting ensemble cast flat dialogue vincent r nebrida gutless direction laurice guillen	0
519	sexy peculiar always entertaining costume drama set renaissance spain fact based true event somehow make compelling	4
520	santa clause prof streamlined thought encounter original could ever hoped	4
521	goldmember none visual wit previous picture look though jay roach directed film back taxicab	0
522	sweet laugh minute crowd pleaser lift spirit well corner mouth	4
523	highly recommended engrossing story horrifying historical event element contributed	4
524	go point nausea	0
525	lrb raimi rrb matured quite bit spider man even though one plain white toast comic book film ever see	2
526	convincing arnie musclefest little much resonance real world event ultimately come insultingly simplistic	0
527	unbelievably stupid film though occasionally fun enough make forget absurdity	0
528	icy stunt actor spout hilarious dialogue following dream letting mountain tell	4
529	modestly surprising movie	4
530	powerful sequel one best film year	4
531	combine improbable melodrama lrb gored bullfighter comatose ballerina rrb subtly kinky bedside vigil sensational denouement yet end undeniably touched	4
532	one mr chabrol subtlest work also one uncanny	4
533	one strictly lightweight escapist film	2
534	actually sincere crime movie equivalent chick flick	2
535	title jeopardy question answer might steven seagal come across day	0
536	unambitious writing emerges movie using plot could come animated movie screenwriting textbook	0
537	u complaining film clock around minute day plotting leaf lot desired	0
538	freedom watching stunt crude fast paced insane	4
539	movie suck	0
540	dignified ceo meet rustic retreat pee tree	0
541	sugar coated rocky whose valuable message forgotten minute last trombone honk	0
542	movie amateurishly square make ironic implication	0
543	set romantic comedy apart hollywood romantic comedy low key way tackling seems like done death material	4
544	film constant mood melancholy unhurried narrative masterfully controlled	4
545	barry sonnenfeld owes frank pug big time	2
546	one get impression creator n ask n tell laughed hell lot joke	2
547	schrader aim present unflinching look one man downfall brought lack self awareness	0
548	becomes long tedious like classroom play college history course	0
549	blue crush follows formula throw many conflict keep story compelling	0
550	small gem movie defies classification thought provoking funny scary sad	4
551	somewhere middle film compels demme experiment harvest movie moment gem field roughage dominates	2
552	story better focused incomprehensible anne rice novel based upon queen damned pointless meandering celebration goth vampire tortured woe lifestyle	0
553	color sense stuart little immediate obvious pleasure would count little movie n beautifully shaped delicately calibrated tone	4
554	part	2
555	visual fertility treasure planet rival top japanese animation recent vintage	4
556	toothless dog already cable loses bite big screen	0
557	make chan action sequence boring	0
558	come whether tolerate leon barlow	0
559	wild thornberrys movie sibling rivalry general family chaos anyone relate	4
560	peralta capture luminous interview amazingly evocative film three decade ago essence dogtown experience	4
561	movie dragged thought heard mysterious voice felt powerfully drawn toward light light exit sign	0
562	certainly appeal asian cult cinema fan asiaphiles interested see fuss	4
563	green ruin every single scene film completely wreaked seriously compromised	0
564	evokes frustration awkwardness euphoria growing without relying usual trope	0
565	standing shadow motown best kind documentary one make depleted yesterday feel much like brand new tomorrow	4
566	ambitious project fairly inexperienced filmmaker good actor good poetry good music help sustain	4
567	thriller whose style structure rhythm integrated story separate	4
568	mostly pleasure watch	4
569	first question ask bad company anthony hopkins	0
570	nair writer laura cahill dare build movie around flawed rather unexceptional woman emerging fine character study short plot rich tiny revelation real life	2
571	goofy nutty consistently funny	4
572	audiard successfully maintains suspense different level throughout film gripping compelling	4
573	welles groupie scholar peter bogdanovich took long time finally provided broadside publishing giant william randolph hearst	4
574	excruciating minute one might sit summer involve dentist drill	0
575	skillful mr shyamalan undone pretension	2
576	fan bad good cinema may find fun jumbled mess	2
577	started wonder unpaid intern typed chris rock anthony hopkins terrorist univac like script machine	0
578	mostly work universal theme earnest performance excellent use music india popular gulzar jagjit singh	4
579	perceptive good natured movie	4
580	n stand cheer flick sit ponder affair	4
581	one pleasure walter documentary parade veteran painter confounded dealer miscellaneous bohos expound upon subject mysterious personality without ever explaining	2
582	adrift bentley hudson stare sniffle respectively ledger attempt vain prove movie star intensity overcome bad hair design	0
583	real charm trifle deadpan comic face star jean reno resembles sly stallone hot sake half sleep	2
584	element heartbreak watching older wiser eye know happen greene story end	4
585	rather real figure	0
586	mean great movie refreshingly forthright one	4
587	unlikable	0
588	show mugging	2
589	hashiguchi us situation evoke japan bustling atop undercurrent loneliness isolation	4
590	rollicking adventure mateys regardless age	4
591	next big thing big lrb hot rrb directorial debut	2
592	content clever pseudo bio manages good time dole piece famous director life eisenstein delivers	4
593	overly long worshipful bio doc	0
